id,ttm_ason,mcap,ev,pe,pbv,divyield,eps,book_value,roa_ttm,roe_ttm,roce_ttm,ebit_ttm,ebitda_ttm,ev_sales_ttm,ev_ebitda_ttm,net_income_margin_ttm,gross_income_margin_ttm,asset_turnover_ttm,current_ratio_ttm,debt_equity_ttm,sales_total_assets_ttm,net_debt_ebitda_ttm,ebitda_margin_ttm,total_share_holders_equity_ttm,short_term_debt_ttm,long_term_debt_ttm,shares_outstanding,eps_diluted,net_sales,net_profit,annual_dividend,cogs,peg_ratio_ttm,dividend_payout_ttm,company_id
32524,202409,11.05,20.5273,19.63,0.54,0,11.26,410.402,1.8181818181818183,2.6032,3.6274,1.1199999999999999,1.1300000000000001,186.6118181818182,18.16575221238938,518.1818181818182,681.8181818181819,0.0035087719298245615,122.2696,0.4385,0.0035087719298245615,8.185840707964601,1027.2727272727273,21.62,9.48,0,500000,11.26,0.11,0.5700000000000001,0,0.05,-0.01302155887230514,0,4503
32525,202409,23.19,25.5734,4.99,0.55,0,1.39,12.6130467,5.955255110252696,11.0335,11.1087,3.92,4.42,0.03480037013852978,5.785837104072399,0.503497264785129,0.598753504068802,11.827780460325126,3.3405,0.0556,11.827780460325126,0.4638009049773755,0.6014751109054784,42.2,0.34,2,33456348,1.39,734.8600000000001,3.7,0,710.45,1.0005295555354452,0,4519
32528,202409,82.11,67.3137,13.48,0.48,0,20.24,566.1857143,3.4831268200765146,3.5754,4.7665,8.11,8.13,841.42125,8.279667896678966,7625,10162.500000000002,0.0004568035173870839,21.3213,0,0.0004568035173870839,-1.8204182041820418,10162.500000000002,170.42,0,0,3011600,20.24,0.08,6.1,0,1.26,0.07246507026328543,0,4590
32537,202409,165.8,150.5684,17.06,2.66,1.56,16.87,108.0284722,11.035422343324251,15.2897,19.5763,13.180000000000001,13.92,1.866704686337714,10.816695402298851,12.050582692784529,17.03446565831887,0.9157584014532243,3.3863,0.0583,0.9157584014532243,-1.6824712643678161,17.25762459707414,63.55,3.7,0,5757300,16.87,80.66,9.72,2.592,62.919999999999995,0.7317584044591531,0.26674570243034973,4720
32538,202409,24.14,29.2039,0,2.55,0,0,10.3780461,-3.2168607875762616,-6.1443,0.6285,0.08999999999999986,0.77,2.0085213204951855,37.927142857142854,-3.988995873452545,2.8198074277854186,0.8064337215751525,0.6643,0.5411,0.8064337215751525,6,5.29573590096286,9.45,0,5.12,9113200,0,14.540000000000001,-0.5800000000000001,0,7.109999999999999,0,0,4737
32547,202409,5.37,12.2131,0,0,0,0,-6.7684,-25,0.6752,-30.0066,-0.05,-0.05,0,-244.262,0,0,0,3.9482,-1.0225,0,-136.79999999999998,0,-6.77,6.92,0,10000000,0,0,-0.05,0,0.08,0,0,4804
32549,202409,79.04,122.6988,8.65,0.96,0.58,30.05,271.0884868,5.850313981801872,11.0862,11.8848,14.940000000000001,18.27,0.5234590443686008,6.715862068965517,3.89505119453925,6.736348122866895,1.501986415481225,4.065,0.5248,1.501986415481225,2.333880678708265,7.794368600682594,82.41000000000001,43.12,0.14,3040000,30.05,234.39999999999998,9.13,0.456,149.34,0.6350073046018988,0.04991680532445923,4826
32550,202409,26.14,357.97,0,0.94,0,0,5.2815216,-8.877665096222948,-31.5101,-5.6126,-27.009999999999998,-11.25,1.4008922631393574,-31.819555555555556,-17.403044652291317,-19.84894141588072,0.5101213766669328,6.8232,2.3571,0.5101213766669328,-29.496,-4.402614174460924,141.12,281.86,50.77,52810562,0,255.53,-44.47,0,197.59,0,0,4892
32553,202409,140.05,173.5771,22.71,3.23,0,9.9,69.6060995,7.330715220754493,14.2168,11.3101,8.780000000000001,9.870000000000001,4.466729284611426,17.586332320162107,15.851775604734947,23.72619660319094,0.4624538855170772,4.5235,0.7891,0.4624538855170772,3.3971631205673756,25.398867730313953,43.36,7.85,26.37,6232500,9.9,38.86,6.16,0,19.439999999999998,0.8199843014128727,0,4899
32560,202409,22.21,37.1013,40.28,0.82,0,0.72,35.1932115,1.0026857654431514,2.0531,3.2632,1.37,3.95,0.32047421611816534,9.392734177215189,0.48371771616135445,2.263107886326337,2.072873769024172,2.5192,0.5569,2.072873769024172,3.708860759493671,3.4119374622095537,26.96,7.4,7.61,7660800,0.72,115.77,0.56,0,97.86000000000001,0.19515503875968998,0,5022
32561,202409,103.04,125.0411,35.07,2.1,0,0.7,11.7171898,3.8974765490817807,6.0095,7.1259,5.1,7.05,2.161097476667819,17.73632624113475,5.098513653646733,8.486000691323886,0.7644338750165147,50.8308,0.4545,0.7644338750165147,3.120567375886525,12.184583477359142,49.21,0,22.37,41971481,0.7,57.86,2.9499999999999997,0,26.479999999999997,-0.16788829787234041,0,5030
32562,202409,8.3,39.7271,2.89,0.48,0,3.16,19.0955647,3.9805825242718447,16.5429,10.8764,5.3100000000000005,7.300000000000001,0.7025128205128205,5.442068493150685,5.075154730327143,8.399646330680813,0.7843273231622747,2.6934,1.8143,0.7843273231622747,4.305479452054794,12.90893015030946,17.34,16.33,15.12,9076072,3.16,56.550000000000004,2.8699999999999997,0,48.13999999999999,-0.005861450067791337,0,5050
32573,202409,13,12.9203,23.42,2.68,0,1.11,9.7136,11.2,11.4335,15.4546,0.76,0.76,646.015,17.000394736842104,2799.9999999999995,3800,0.004,21.01,0,0.004,-0.10526315789473684,3800,4.86,0,0,5000000,1.11,0.02,0.5599999999999999,0,0.30000000000000004,0.07900722891566266,0,5252
32574,202409,17.61,18.2969,8.96,2.51,0,3.57,12.7664486,21.51481888035126,27.968,32.3977,2.6,2.77,0.5815924984106803,6.605379061371841,6.230133502860775,8.518753973299427,3.4533479692645446,7.9011,0.1432,3.4533479692645446,0.2490974729241877,8.80483153210426,7.02,0.07,0.94,5502000,3.57,31.46,1.9599999999999997,0,0.39,-0.024283645813996668,0,5259
32577,202409,325.23,381.2127,145.42,17.74,0,0.12,0.9836732,4.1859603630301905,-19.7498,1.4922,4.609999999999999,7.550000000000001,12.321031027795733,50.491748344370855,7.304460245636717,15.190691661279898,0.5730690868679384,13.8862,29.1003,0.5730690868679384,6.797350993377482,24.402068519715584,1.7699999999999998,6.68,44.73,186381000,0.12,30.939999999999998,2.26,0,7.24,-0.11192589083534224,0,5286
32582,202409,87.88,74.5324,8.16,2.93,0,18.11,50.3910924,27.344145970603144,35.921,46.4656,14.88,15.059999999999999,0.4338828734427756,4.949030544488712,6.281290022121319,8.452672022354173,4.353269133299544,5.1222,0.0667,4.353269133299544,-0.9103585657370519,8.76702759343346,30,2,0,5953000,18.11,171.78,10.790000000000001,0,16.05,0.033406535913517194,0,5327
32583,202409,8.2,5.81,13.7,0.84,0,1.46,23.7804878,3.792667509481668,6.1224,5.597,0.6,1.31,0.26761860893597417,4.435114503816793,2.7637033625057574,5.9880239520958085,1.3723135271807838,1.1293,0,1.3723135271807838,-1.8244274809160306,6.0340856748042375,9.8,0,0,4098400,1.46,21.71,0.6,0,9.84,-0.01961064987117091,0,5398
32587,202409,7.93,7.9108,0,4.8,0,0,3.0445615,-8.92857142857143,-8.834,-8.834,-0.15000000000000002,-0.15000000000000002,0,-52.73866666666666,0,0,0,49.2453,0,0,0.1333333333333333,0,1.65,0,0,5428414,0,0,-0.15000000000000002,0,0,0,0,5636
32589,202409,5.36,7.249301,0,0,0,0,-16.1626517,-5.656759348034517,0,-0.1118,-0.5900000000000001,-0.55,362.46505,-13.18054727272727,-2950.0000000000005,-2750,0.0019175455417066156,0.7913,0,0.0019175455417066156,-13.145454545454545,-2750,0,7.01,0.32,5052700,0,0.02,-0.5900000000000001,0,0.5,0,0,5686
32590,202409,2.63,76.81,0,0,0,0,-361.8955,-54.76510067114094,5.6406,-62.5849,-4.08,-4.08,0,-18.825980392156865,0,0,0,23.6976,-1.0901,0,-19.325980392156865,0,-72.38,0,78.9,2000000,0,0,-4.08,0,0.02,0,0,5741
32595,202409,18.39,18.12349,0,0.74,0,0,3.3111398,0.040000000000000036,0.0457,0.6055,0.15000000000000002,0.15000000000000002,9.246678571428571,120.82326666666665,0.5102040816326534,7.142857142857142,0.07840000000000001,100.3052,0,0.07840000000000001,-1.7999999999999998,7.653061224489796,24.76,0,0,74750000,0,1.9600000000000002,0.010000000000000009,0,0.14,0,0,5888
32596,202409,4.52,4.5043,37.42,0.45,0,0.12,9.9233598,1.0869565217391306,1.1655,1.4725,0.16000000000000003,0.16000000000000003,19.583913043478262,28.151874999999993,47.82608695652174,69.56521739130437,0.022727272727272728,2.178,0,0.022727272727272728,-0.18749999999999994,69.56521739130437,9.98,0,0,10064400,0.12,0.22999999999999998,0.11,0,0.08,3.8397388059701427,0,5935
32600,202409,22.25,23.6272,15.71,3.8,0,4.72,19.4976667,18.958611481975968,24.1864,28.5623,2.1,2.17,0.697378984651712,10.88811059907834,4.191263282172374,6.28689492325856,4.523364485981308,3.723,0.2446,4.523364485981308,0.6405529953917051,6.4049586776859515,5.85,0.13,1.31,3004400,4.72,33.879999999999995,1.42,0,0.74,0,0,6071
32609,202409,49.35,51.3512,70.67,1.99,0,0.09,3.2033247,1.7729558084149246,2.7163,4.0192,1.06,1.22,2.417664783427495,42.091147540983606,3.15442561205273,5.2259887005649714,0.5620534532945224,3.2444,0.0612,0.5620534532945224,-1.9918032786885247,5.743879472693032,24.86,1.51,0.01,77597300,0.09,21.240000000000002,0.6699999999999999,0,4.8,-1.2146860848085632,0,6279
32610,202409,11.52,13.0943,126.28,0,0,1.41,-22.1669243,20,-6.3729,57.9949,0.09,0.09,2.438417132216015,145.49222222222224,1.675977653631285,1.675977653631285,11.933333333333334,1.537,-1.1099,11.933333333333334,17.444444444444446,1.675977653631285,-1.4300000000000002,0,1.59,647000,1.41,5.37,0.09,0,0.07,-0.7631858407079646,0,6295
32611,202409,19.46,49.8793,0,0,0,0,-23.1297783,-9.401963701279382,26.3494,-6.1435,-1.18,-0.22999999999999998,0.8599879310344829,-216.86652173913046,-5.448275862068966,-4.844827586206897,1.7256768818803925,1.6718,-2.632,1.7256768818803925,-132.2608695652174,-0.39655172413793105,-11.919999999999998,23.97,7.41,5232000,0,57.99999999999999,-3.1599999999999997,0,48.760000000000005,0,0,6352
32614,202409,28.93,49.1043,51.57,1.04,0,0.51,25.3575455,0.8939974457215838,2.0195,6.4651,3.1900000000000004,3.5300000000000002,0.26681319278417737,13.91056657223796,0.3042816778961096,0.619430558574223,2.938058748403576,4.1169,0.7314,2.938058748403576,5.713881019830027,1.9180612910236907,27.89,15.44,4.96,11000000,0.51,184.04,0.56,0,1.28,3.559056338028171,0,6586
32619,202409,13.8,39.5355,61.36,0.43,0,0.11,15.8140149,0.2425846289557832,0.691,10.366,6.19,6.41,3.3028822055137836,6.167784711388455,1.8379281537176249,15.204678362573098,0.1319880913000331,0.4473,0.8499,0.1319880913000331,4.0156006240249615,53.550543024227224,32.33,0,27.48,20442500,0.11,11.970000000000002,0.21999999999999975,0,0.44999999999999996,-0.6557236898350005,0,6694
32622,202409,5.94,5.93,0,0.64,0,0,1.9696976,-0.10752688172043004,-0.1939,-0.1228,-1.3877787807814457e-17,-1.3877787807814457e-17,5.871287128712871,-4.2730153264491264e17,-0.9900990099009896,-0.0000000000000013740383968133126,0.1086021505376344,592.2229,0,0.1086021505376344,720575940379279.4,-0.0000000000000013740383968133126,9.29,0,0,47125000,0,1.01,-0.009999999999999995,0,0.18,0,0,6840
32623,202409,5.26,5.8515,0,0,0,0,-3.6458598,-61.038961038961034,245.9644,-96.3381,-0.42000000000000004,-0.4,0,-14.628749999999998,0,0,0,0.9601,-3.2757,0,-1.4999999999999998,0,-0.1900000000000004,0,0.63,4327100,0,0,-0.47,0,0.42,0,0,6900
32624,202409,2.99,2.9364,0.72,0.03,0,18.63,490.3923423,3.6669619131975204,3.7985,4.2232,4.6000000000000005,4.6000000000000005,0.6247659574468085,0.6383478260869564,88.08510638297872,97.87234042553192,0.04162976085031001,9.8115,0,0.04162976085031001,-0.017391304347826084,97.87234042553192,108.87,0,0,2223914,18.63,4.7,4.140000000000001,0,0.04,0,0,6963
32625,202409,36.4,81.6619,182,1.05,0,0.01,1.72642,0.21393234389624283,0.6698,5.4914,3.92,4.34,16.5642799188641,18.816105990783413,3.2454361054766743,17.444219066937123,0.06591790346302981,0.7299,1.9097,0.06591790346302981,10.290322580645162,88.03245436105477,24.53,0,46.84,200000000,0.01,4.93,0.16000000000000003,0,0.36,-0.35418724244797894,0,7004
32626,202409,20.75,20.693,0,2.18,0,0,13.5802293,-0.8896797153024912,-0.9964,-1.1464,-0.11000000000000001,-0.1,24.061627906976746,-206.93,-11.627906976744187,-11.627906976744187,0.07651245551601424,6.0855,0,0.07651245551601424,0.6,-11.627906976744187,9.53,0,0,7020500,0,0.86,-0.1,0,0.1,0,0,7022
32627,202409,0.23,0.1268,1.04,0.08,0,9.18,124.1458333,6.896551724137931,7.3939,8.629,0.26,0.28,0.48769230769230765,0.4528571428571428,84.61538461538461,107.69230769230771,0.08150470219435738,23.789,0,0.08150470219435738,-0.35714285714285715,107.69230769230771,2.9800000000000004,0,0,240000,9.18,0.26,0.22,0,0.01,-0.0015980331899200985,0,7033
32629,202409,21.08,21.7372,0,3.81,0,0,10.5274286,-5.899280575539569,-7.6096,-4.3265,-0.27,-0.09999999999999999,36.22866666666667,-217.37200000000004,-68.33333333333334,-41.66666666666667,0.08633093525179855,0.7125,0.1706,0.08633093525179855,-6.5,-16.666666666666664,5.53,0,0.94,5250000,0,0.6,-0.4100000000000001,0,0.28,0,0,7083
32630,202409,4.01,69.6577,0,0,0,0,-45.3742134,-1699.9999999999995,0,0,-0.33999999999999997,-0.33999999999999997,0,-204.87558823529415,0,0,0,0.0008,-0.7579,0,-193.0588235294118,0,-86.64,0,65.66,19094050,0,0,-0.33999999999999997,0,0,0,0,7125
32633,202409,199.76,203.4271,28.51,4.6,0,59.7,370.0507042,11.264663345653224,15.5188,16.3379,8.430000000000001,9.64,3.822380683953401,21.102396265560163,13.1717399473882,17.30552423900789,0.8552145267555842,5.0983,0.0877,0.8552145267555842,0.38070539419087135,18.11349116873356,45.15,3.71,0.25,1173868,59.7,53.22,7.010000000000001,0,41.76,2.3882722513089036,0,7183
32634,202409,44.51,47.174,43.09,2.17,0,0.97,19.2436349,4.043973301923833,5.0615,6.7725,1.7000000000000002,1.7000000000000002,18.8696,27.74941176470588,41.2,51.59999999999999,0.09815469179426776,2.1489,0.2247,0.09815469179426776,2.7,68,20.490000000000002,0,4.61,10648733,0.97,2.5,1.03,0,0.61,0.4719318527532705,0,7191
32635,202409,40.5,41.3672,46.83,8.29,0,3.01,16.9996172,12.167832167832167,17.6947,14.7824,0.87,0.9299999999999999,4.1202390438247,44.48086021505376,8.665338645418325,9.063745019920317,1.4041958041958043,4.9665,0.1917,1.4041958041958043,0.913978494623656,9.262948207171313,4.88,0.83,0.1,2873300,3.01,10.040000000000001,0.87,0,1.72,-0.22946802292974078,0,7213
32636,202409,28.44,27.5558,67.15,7.84,0,1.21,10.3631429,6.980519480519479,11.7008,13.3793,0.63,0.8300000000000001,0.47136161477933625,33.19975903614458,0.7355456722545328,1.3684570646595962,9.490259740259742,3.5478,0.3244,9.490259740259742,-2.6385542168674694,1.4197742045843311,3.63,0.14,1.03,3500000,1.21,58.46000000000001,0.42999999999999994,0,0.72,-1.164787510841284,0,7278
32637,202409,3.71,4.2163,0,4.12,0,0,1.8323809,-0.36231884057971026,-0.9767,-0.6164,-0.010000000000000002,-0.010000000000000002,1.309409937888199,-421.62999999999994,-0.3105590062111802,-0.3105590062111802,1.1666666666666667,0.4822,0.5845,1.1666666666666667,-50.99999999999999,-0.3105590062111802,0.9000000000000004,0,0.53,4917100,0,3.2199999999999998,-0.010000000000000002,0,1.95,0,0,7299
32638,202409,35,59.7878,0,3.24,0,0,10.8033,-0.10498687664041997,-0.3011,5.6101,2.12,2.23,13.082669584245075,26.81067264573991,-0.8752735229759301,3.7199124726477026,0.1199475065616798,0,2.1041,0.1199475065616798,11.116591928251122,48.796498905908095,12.120000000000001,0,25.51,10000000,0,4.57,-0.04000000000000001,0,1.08,0,0,7359
32639,202409,6.7,10.3553,38.4,0.42,0,0.05,4.5438933,0.8040201005025128,1.0404,0.8432,0.16000000000000003,0.16000000000000003,36.98321428571428,64.72062499999998,57.14285714285715,57.14285714285715,0.014070351758793972,56.8848,0.2339,0.014070351758793972,23.124999999999996,57.14285714285715,15.850000000000001,3.71,0,34880000,0.05,0.28,0.16000000000000003,0,0.01,-0.18373205741626794,0,7376
32643,202409,218.8,468.8177,0,0,0,0,-5.7086517,-21.746828829351834,33.2295,-23.7746,-12.100000000000001,16.66,5.751658692185008,28.1403181272509,-91.91510244141823,-56.63108821003557,0.23659690575019596,0.2495,-1.1303,0.23659690575019596,15.007202881152459,20.43920991289412,-225.45999999999998,219.7,35.15,394950000,0,81.51,-74.92,0,20.82,0,0,7708
32644,202409,153.69,131.463,3.93,0.84,0,40.32,189.0327442,20.179789212647243,21.3304,26.2048,48.07,48.480000000000004,3.975294829150287,2.711695544554455,118.11309343816147,146.08406410644088,0.17085141558173175,4.365,0,0.17085141558173175,-0.6243811881188118,146.59812518899304,183.12,0,0,9687200,40.32,33.07,39.06,0,4.29,0.07443667000491849,0,7773
32645,202409,50.66,131.5275,33.9,0.49,0,0.87,60.563764,0.6748245456181394,1.4398,7.849,14.650000000000002,16.28,1.208892463235294,8.079084766584765,1.3786764705882355,4.78860294117647,0.4894727370883571,6.3893,0.793,0.4894727370883571,4.967444717444717,14.963235294117647,104.03999999999999,13.33,69.17,17177400,0.87,108.80000000000001,1.5000000000000004,0,25.34,0.09982159250342096,0,7817
32646,202409,8.51,25.8956,12.95,1.76,0,1.99,14.6710068,1.4553472987872103,13.5828,5.5875,1.6400000000000001,1.7000000000000002,0.3057331759149941,15.23270588235294,0.7792207792207791,1.1216056670602126,1.8676957001102537,2.8373,5.0827,1.8676957001102537,14.452941176470587,2.0070838252656436,4.84,24.63,0,3302500,1.99,84.7,0.6599999999999999,0,1.6099999999999999,0,0,7834
32647,202409,0,NULL,0,0,0,0.41,13.3611111,1.3856812933025404,3.2748,4.5295,0.36,0.39,NULL,NULL,0.78125,1.2044270833333333,1.7736720554272518,1.1325,0.0245,1.7736720554272518,-0.10256410256410257,1.26953125,7.359999999999999,0,0.18,5508000,0.41,30.720000000000002,0.24000000000000002,0,0.21999999999999997,0,0,7884
32651,202409,30.25,30.3756,157.89,3.23,0,0.19,9.2924996,1.9547325102880657,2.0053,2.9018,0.29000000000000004,0.29000000000000004,0,104.74344827586205,0,0,0,7.0361,0.0323,0,0.4137931034482758,0,9.370000000000001,0.3,0,10084800,0.19,0,0.19,0,0.17,-17.942045454545422,0,7956
32652,202409,18.06,16.2075,0,2.59,0,0,20.8236225,-7.056451612903225,-15.1685,-15.3121,-1.07,-0.98,1.7223698193411263,-16.538265306122447,-11.158342189160468,-11.477151965993622,0.6323924731182795,1.4193,0,0.6323924731182795,1.8877551020408165,-10.414452709883102,6.96,0,0,3343243,0,9.41,-1.05,0,7.27,0,0,12176
32661,202409,165.38,223.0286,0,48.53,0,0,2.524,1.6478029294274301,-31.1939,3.1616,4,7.04,6.807954822954824,31.680198863636367,3.0219780219780215,13.553113553113553,0.5452729693741678,7.8359,15.987,0.5452729693741678,7.7088068181818175,21.48962148962149,3.41,48.25,6.22,13500000,0,32.76,0.9899999999999999,0,22.659999999999997,0,0,12673
32664,202409,428.4,550.4038,29.93,2.05,0,7.59,110.9683906,3.4841254382547717,7.139,10.5173,34.85,46.67,1.8064979650781148,11.79352474823227,4.6967309964552975,10.942628331364054,0.7418192442539929,3.139,0.6523,0.7418192442539929,2.6143132633383326,15.317710384665878,200.51,83.07,47.72,18855770,7.59,304.68,14.309999999999999,0,228.92,1.067024965558954,0,13320
32671,202409,5.37,22.1038,0,0,0,0,-18.2450036,-9.09791827293755,8.9577,-28.3608,-1.1800000000000002,0.45999999999999996,1.6157748538011694,48.05173913043478,-8.625730994152047,3.362573099415204,1.0547417116422515,0.9456,-1.3151,1.0547417116422515,36.3695652173913,3.362573099415204,-13.099999999999998,0,17.24,7185200,0,13.680000000000001,-1.1800000000000002,0,12.48,0,0,13589
32672,202409,194.6,206.1996,122.48,16.59,0,3,22.144071,5.588963565617263,13.5519,7.166,1.6800000000000004,1.81,34.139006622516554,113.92243093922652,26.158940397351,28.311258278145697,0.21365405022992573,6.8254,1.0103,0.21365405022992573,6.4088397790055245,29.966887417218548,11.73,11.85,0,5296000,3,6.04,1.5800000000000003,0,13.89,-0.7280061224489797,0,13735
32673,202409,323.34,311.3644,19.73,3.66,0,4.06,21.8993986,17.772228856801647,18.5178,24.9015,22.18,22.86,3.7777772385343362,13.620489938757656,19.861684057267652,27.590390681873334,0.8947996960156335,26.5826,0.0074,0.8947996960156335,-1.0538057742782152,27.735986411065273,88.4,0.5,0.15,40367250,4.06,82.42,16.369999999999997,0.20184999999999997,3.8,-1.9819186338523356,0.12315270935960593,13817
32674,202409,14.02,15.0182,0,3.03,0,0,10.911638,-32.86573146292585,-32.9795,-43.5828,-2.1800000000000006,-2.1700000000000004,5.108231292517007,-6.920829493087557,-55.782312925170075,-74.1496598639456,0.5891783567134268,112.9524,0,0.5891783567134268,0.12442396313364054,-73.80952380952382,4.989999999999999,0,0,4247300,0,2.94,-1.6400000000000001,0,0.37000000000000005,0,0,13832
32678,202409,108.97,143.3381,70.14,3.66,0,1.44,27.5854115,1.85207312701637,5.2222,6.4388,4.42,6.640000000000001,0.5746165564241331,21.587063253012047,0.6213670074163159,1.6957306073361398,2.9806428486079577,4.7955,1.3044,2.9806428486079577,5.176204819277108,2.661856083383444,29.759999999999998,38.82,0,10788886,1.44,249.45,1.55,0,194.53,2.886324730050041,0,14087
32679,202409,27.21,27.2043,2.25,1.49,0,22.06,33.3712453,65.76086956521739,66.0912,82.5537,15.149999999999999,15.14,0,1.7968494055482165,0,0,0,317.5424,0.0021,0,0,0,18.310000000000002,0.04,0,5486400,22.06,0,12.1,0,0.17,-0.001162796160658495,0,14177
32680,202409,0,NULL,0,0,0,0,10,-6.451612903225808,-6.6778,-6.571,-0.14,-0.14,NULL,NULL,-127.2727272727273,-127.2727272727273,0.05069124423963134,117.188,0,0.05069124423963134,1.857142857142857,-127.2727272727273,2.15,0,0,2597800,0,0.11,-0.14,0,0.05,0,0,14457
32681,202409,5.62,5.7236,0,2.19,0,0,3.2397985,-5.642633228840125,-6.9236,-7.25,-0.18,-0.14,0,-40.88285714285714,0,0,0,3.7473,0,0,0.07142857142857142,0,2.5700000000000003,0,0,7941400,0,0,-0.18,0,0.04,0,0,14672
32686,202409,87.18,87.394,137.31,0.6,0,0.13,29.9705774,2.756780791462873,2.9838,3.8636,0.8500000000000001,0.9199999999999999,87.394,94.99347826086958,62.000000000000014,90.99999999999999,0.0444642063139173,141.9372,0.0152,0.0444642063139173,0.2391304347826087,92,20.93,0.1,0.22,48840000,0.13,1,0.6200000000000001,0,0.24,-0.5172636986301369,0,14797
32687,202409,39.88,46.0806,58.43,4.8,0,1.82,22.1716754,4.342273307790549,8.1895,4.5269,0.68,0.69,16.69586956521739,66.78347826086957,24.63768115942029,24.999999999999996,0.17624521072796936,2.921,0.7548,0.17624521072796936,7.8115942028985526,24.999999999999996,8.309999999999999,0,6.28,3750100,1.82,2.7600000000000002,0.68,0,0.9800000000000001,0,0.43956043956043955,14842
32688,202409,59.42,64.3007,28.56,1.21,0,3.72,87.6370561,3.856573705179283,4.2402,6.1157,3.71,5.14,1.5390306366682625,12.509863813229574,5.792245093346098,10.555289612254667,0.6658167330677291,2.8323,0.1014,0.6658167330677291,0.9494163424124515,12.302537099090474,49.010000000000005,4.15,0.82,5592600,3.72,41.78,2.42,0,15.379999999999999,-0.9525131383910518,0,14902
32689,202409,51.62,51.0336,17.14,1.25,0,4.11,56.178823,5.963665086887835,7.3186,9.6322,3.96,4.55,0.3063976945244957,11.216175824175824,1.8131604226705096,2.7317483189241116,3.2890995260663503,5.2045,0,3.2890995260663503,-0.12967032967032968,2.7317483189241116,41.16,0,0,7326800,4.11,166.55999999999997,3.02,0,145.34,1.380969846375851,0,14972
32701,202409,2.17,18.5572,5.58,0.24,0,1.25,28.9889741,1.186492242166109,4.3073,7.3838,2.3,2.36,5.928817891373803,7.863220338983052,12.460063897763579,18.849840255591058,0.09522360815333131,0.5382,1.9929,0.09522360815333131,7.288135593220341,75.39936102236422,8.99,0,17.92,3101800,1.25,3.13,0.39,0,0.09000000000000001,0,0,17858
32713,202409,13.94,15.385,0,4.97,0,0,1.1177577,-4.966887417218543,-11.1075,-6.2305,-0.3,-0.3,0,-51.28333333333333,0,0,0,3.6821,0.7541,0,-7.000000000000001,0,2.8099999999999987,2.11,0,25065630,0,0,-0.3,0,0.09000000000000001,0,0,20960
32716,202409,96.2,184.3376,0,2.7,0,0,8.33772,-0.07968127490039842,-5.9448,8.0433,11.979999999999999,25.85,1.4387886356540742,7.13104835589942,-0.1092725569778333,10.72432094911021,0.7291974957313604,1.774,2.4866,0.7291974957313604,3.2162475822050287,20.176397127692788,35.650000000000006,16.94,71.7,42755123,0,128.12,-0.14,0,66.9,0,0,22734
32721,202409,2.82,2.0803,0,0.76,0,0,12.3543333,-0.24449877750611243,-0.2536,-0.2101,-0.009999999999999998,-0.009999999999999998,7.429642857142856,-208.03,-3.5714285714285707,-3.5714285714285707,0.0684596577017115,96.6893,0.0917,0.0684596577017115,281.00000000000006,-3.5714285714285707,3.71,0.34,0,3000000,0,0.28,-0.009999999999999998,0,0.12000000000000001,0,0,23167
32730,202409,15.69,15.8985,59.85,0.16,0,0.2,73.1720216,0.2623141941125036,0.2781,0.2608,0.27,0.27,9.243313953488373,58.88333333333333,15.69767441860465,15.69767441860465,0.01671038569901875,1.7834,0,0.01671038569901875,-0.37037037037037035,15.69767441860465,95.92,0,0,13107950,0.2,1.72,0.27,0,0.16,70.73181818181654,0,24181
32733,202409,17.02,20.5406,0,0.22,0,0,64.7497673,-2.3371456986573844,-2.4804,0.0657,0.0500000000000001,0.0500000000000001,5.059261083743843,410.8119999999992,-46.30541871921183,1.2315270935960618,0.05047240179015415,7.3972,0.0576,0.05047240179015415,70.39999999999986,1.2315270935960618,75.96000000000001,0,4.37,11730680,0,4.06,-1.8800000000000001,0,0.39,0,0,24463
32736,202409,170.27,315.3,400.8,4.03,0,0.05,4.9733248,0.1411794904703845,0.9722,7.8842,13.430000000000001,23.42,0.6298693515521995,13.462852263023057,0.08789803827560039,2.1235366974309797,1.6061733940832956,1.3243,2.7618,1.6061733940832956,5.296327924850555,4.6785728554876345,45.26,0,125,84966700,0.05,500.58,0.4400000000000004,0,473.63,-7.3134426865961375,0,25263
32742,202409,66.91,107.1424,348.5,1.6,0,0.08,17.4240833,0.155062800434176,0.4783,0.2617,0.2500000000000002,0.72,1.712908073541167,148.80888888888887,0.3197442046362913,1.0711430855315747,0.48495890835788497,2.649,0.9761,0.48495890835788497,56.5,1.1510791366906474,41.82,40.82,0,24000000,0.08,28.369999999999997,0.20000000000000018,0,20.53,-3.3509615384615383,0,25805
32744,202409,154.6,181.7082,20.04,1.13,0,1.65,29.13202,3.938976478391755,5.6708,9.3269,15.52,21.03,0.2438807091951092,8.64042796005706,1.0361442549022242,2.2065040868643218,3.801571508750446,6.1738,0.2214,3.801571508750446,1.2891107941036615,2.8225535855691417,136.23,28.84,1.33,46763750,1.65,745.0699999999999,7.720000000000001,0,692.31,0.8199023360168939,0,26063
32748,202409,23.74,23.6336,11.24,0.41,0,1.08,29.5805802,3.6520241171403964,3.6544,3.944,2.28,2.5599999999999996,7.877866666666667,9.231875000000002,70.66666666666667,85.33333333333331,0.0516795865633075,68.8723,0,0.0516795865633075,-0.04296875000000001,85.33333333333331,57.84,0,0,19553200,1.08,3,2.12,0,0.24,1.565968882602545,0,26241
